1	60	1
2	60	2
5	125	3
4	33	4
7	60	5
12	125	6
13	125	7
14	125	8
15	125	9
16	125	10
17	125	11
18	125	12
19	125	13
20	125	14
21	125	15
22	125	16
23	125	17
24	125	18
25	125	19
26	125	20
27	125	21
28	125	22
30	125	23
31	125	24
32	125	25
33	125	26
34	125	27
35	125	28
36	125	29
19	60	30
40	125	31
41	125	32
42	125	33
43	125	34
44	125	35
45	125	36
46	125	37
47	125	38
48	125	39
49	125	40
50	125	41
51	125	42
52	125	43
53	125	44
54	125	45
55	125	46
56	125	47
57	125	48
58	125	49
59	125	50
60	125	51
61	125	52
62	125	53
63	125	54
64	125	55
65	125	56
66	125	57
67	125	58
68	125	59
69	125	60
70	125	61
71	125	62
36	60	63
37	60	64
76	125	65
77	125	66
78	125	67
79	125	68
80	125	69
81	125	70
82	125	71
83	125	72
84	125	73
85	125	74
86	125	75
88	125	76
95	125	77
96	125	78
97	125	79
98	125	80
99	125	81
100	125	82
101	125	83
102	125	84
103	125	85
104	125	86
105	125	87
56	60	88
57	60	89
109	125	90
110	125	91
111	125	92
112	125	93
113	125	94
114	125	95
115	125	96
65	60	97
66	60	98
120	125	99
69	60	100
124	125	101
125	125	102
126	125	103
127	125	104
128	125	105
129	125	106
130	125	107
131	125	108
133	125	109
134	125	110
135	125	111
136	125	112
137	125	113
138	125	114
139	125	115
140	125	116
141	125	117
142	125	118
143	125	119
144	125	120
146	125	121
147	125	122
148	125	123
149	125	124
150	125	125
151	125	126
152	125	127
84	60	128
155	125	129
157	125	130
158	125	131
159	125	132
160	125	133
161	125	134
162	125	135
163	125	136
164	125	137
165	125	138
166	125	139
167	125	140
168	125	141
169	125	142
170	125	143
171	125	144
172	125	145
173	125	146
174	125	147
175	125	148
176	125	149
177	125	150
178	125	151
179	125	152
180	125	153
181	125	154
182	125	155
183	125	156
184	125	157
185	125	158
186	125	159
187	125	160
188	125	161
189	125	162
190	125	163
191	125	164
192	125	165
193	125	166
194	125	167
195	125	168
105	60	169
106	60	170
200	125	171
201	125	172
202	125	173
204	125	174
210	125	175
211	125	176
213	125	177
214	125	178
116	60	179
217	125	180
218	125	181
219	125	182
220	125	183
221	125	184
222	125	185
120	60	186
121	60	187
227	125	188
228	125	189
229	125	190
230	125	191
231	125	192
232	125	193
233	125	194
